ID,Platform,Name,Description,dep_pkg_count,dep_repo_count,contributors,open_issues,stars,days_since_release,criticality,fragility,in_risk_universe,topic_id_corpus,topic_label_corpus,topic_id_risk,topic_label_risk
31014,Cargo,git2,Bindings to libgit2 for interoperating with git repositories. This library is both threadsafe and memory safe and allows both reading and writing git repositories. ,237,777,141.0,29.0,552.0,30,0.24561216312860407,0.12340599507237983,False,23,Documentation & formatting,,
31017,Cargo,glium,"Elegant and safe OpenGL wrapper.  Glium is an intermediate layer between OpenGL and your application. You still need to manually handle the graphics pipeline, but without having to use OpenGL's old and error-prone API.  Its objectives:   - Be safe to use. Many aspects of OpenGL that can trigger a crash if misused are automatically handled by glium.  - Provide an API that enforces good pratices such as RAII or stateless function calls.  - Be compatible with all OpenGL versions that support shaders, providing unified API when things diverge.  - Avoid all OpenGL errors beforehand.  - Produce optimized OpenGL function calls, and allow the user to easily use modern OpenGL techniques. ",102,588,112.0,291.0,1972.0,4,0.16550303798794283,0.06125063218831391,False,24,General-purpose infrastructure (residual),,
31021,Cargo,glutin,Cross-platform OpenGL context provider.,103,1213,162.0,61.0,1225.0,4,0.18491743463105195,0.058994070857166195,False,7,Data serialisation & validation,,
31022,Cargo,glob,Support for matching file paths against Unix shell style patterns. ,264,1852,27.0,19.0,102.0,310,0.2772590435209481,0.21723737462497736,False,23,Documentation & formatting,,
31036,Cargo,handlebars,Handlebars templating implemented in Rust.,139,652,43.0,14.0,449.0,11,0.19488869131975695,0.0958963127522075,False,14,Task runners (Gulp/Rake),,
31055,Cargo,http,A set of types for representing HTTP requests and responses. ,330,2101,52.0,37.0,451.0,40,0.29987019710713697,0.13814193377903186,False,18,HTTP & networking,,
31056,Cargo,hyper,A fast and correct HTTP library.,1662,6109,226.0,42.0,5634.0,26,0.46789758997853154,0.11699297306797132,False,18,HTTP & networking,,
31063,Cargo,image,Imaging library written in Rust. Provides basic filters and decoders for the most common image formats.,492,2202,163.0,133.0,1346.0,36,0.3357812023962519,0.12983479382442809,False,16,Parsers & code transformation,,
31081,Cargo,iron,"Extensible, Concurrency Focused Web Development in Rust.",152,1183,116.0,46.0,5486.0,150,0.217905394497845,0.17899326550509104,False,15,Web & mobile frameworks,,
31085,Cargo,itertools,"Extra iterator adaptors, iterator methods, free functions, and macros.",753,2822,63.0,76.0,776.0,49,0.3791629414683116,0.14404537252300426,False,23,Documentation & formatting,,
31094,Cargo,kernel32-sys,Contains function definitions for the Windows API library kernel32. See winapi for types and constants.,205,8730,128.0,125.0,705.0,1365,0.2951239288115662,0.25809413721048724,False,21,Compilation & code transforms,,
31105,Cargo,lazy_static,A macro for declaring lazily evaluated statics in Rust.,3031,13998,43.0,22.0,794.0,138,0.5415086723347028,0.18182061021769716,False,16,Parsers & code transformation,,
31115,Cargo,libc,Raw FFI bindings to platform libraries like libc. ,3148,20717,338.0,92.0,674.0,43,0.5548738680482127,0.13519506342202936,False,24,General-purpose infrastructure (residual),,
31140,Cargo,log,A lightweight logging facade for Rust ,4008,14179,68.0,15.0,674.0,26,0.5661714956716137,0.1210360075358151,False,15,Web & mobile frameworks,,
31161,Cargo,mime,Strongly Typed Mimes,658,4741,33.0,20.0,80.0,5,0.3807501591585166,0.07695075979853604,False,23,Documentation & formatting,,
31164,Cargo,mio,Lightweight non-blocking IO,280,4246,152.0,42.0,3393.0,25,0.30366491233265785,0.11653838763760219,False,13,Command-line infrastructure,,
31187,Cargo,nalgebra,Linear algebra library with transformations and statically-sized or dynamically-sized matrices.,181,786,85.0,138.0,1312.0,75,0.2225376835834104,0.157288983689162,False,15,Web & mobile frameworks,,
31202,Cargo,nix,Rust friendly bindings to *nix APIs,413,2137,204.0,126.0,1055.0,18,0.31979806422715246,0.10623981210832924,False,15,Web & mobile frameworks,,
31207,Cargo,nom,"A byte-oriented, zero-copy, parser combinators library",570,2863,212.0,137.0,3601.0,4,0.355314949983155,0.058300832466893035,False,16,Parsers & code transformation,,
31208,Cargo,notify,Cross-platform filesystem notification library,101,546,48.0,21.0,802.0,4,0.16275342531204282,0.0642001824974427,False,10,PHP/Symfony ecosystem,,
31212,Cargo,num,"A collection of numeric types and traits for Rust, including bigint, complex, rational, range iterators, generic integers, and more! ",738,5254,84.0,4.0,437.0,1,0.3933691409314251,0.02847951140366318,False,13,Command-line infrastructure,,
31227,Cargo,openssl,OpenSSL bindings,349,3845,212.0,68.0,572.0,1877,0.32024663609061377,0.26737352107590867,False,24,General-purpose infrastructure (residual),,
31240,Cargo,petgraph,Graph data structure library. Provides graph types and graph algorithms.,120,727,44.0,68.0,765.0,17,0.18497477036900106,0.1106493642083228,False,7,Data serialisation & validation,,
31263,Cargo,pkg-config,A library to run the pkg-config system tool at build time in order to be used in Cargo build scripts. ,390,5868,31.0,16.0,61.0,70,0.3407502168034684,0.16455522390129074,False,21,Compilation & code transforms,,
31276,Cargo,postgres,"A native, synchronous PostgreSQL client",104,496,69.0,16.0,1551.0,19,0.16281707066527049,0.11027455807640976,False,5,Cloud & API clients,,
31286,Cargo,protobuf,Rust implementation of Google protocol buffers ,189,715,88.0,42.0,1167.0,0,0.22385719825917166,0.0042859618336925885,False,5,Cloud & API clients,,
31295,Cargo,quickcheck_macros,A macro attribute for quickcheck.,101,42,76.0,9.0,1255.0,0,0.0974440510091098,0.004598922609094499,False,24,General-purpose infrastructure (residual),,
31296,Cargo,quickcheck,Automatic property based testing with shrinking.,529,384,76.0,9.0,1255.0,0,0.29729194438748896,0.004598922609094499,False,17,Testing & mocking,,
31297,Cargo,r2d2,A generic connection pool,109,746,19.0,7.0,631.0,17,0.17733342695874363,0.12089820999302917,False,13,Command-line infrastructure,,
31311,Cargo,regex,An implementation of regular expressions for Rust. This implementation uses finite automata and guarantees linear time matching on all inputs. ,2111,9565,116.0,40.0,1291.0,1,0.5002309781852897,0.027520124316795555,False,21,Compilation & code transforms,,
31334,Cargo,rusqlite,Ergonomic wrapper for SQLite,126,428,50.0,50.0,622.0,29,0.17561038190518946,0.1274470961933543,False,20,Server infrastructure,,
31340,Cargo,rust-crypto,A (mostly) pure-Rust implementation of various common cryptographic algorithms.,347,1222,49.0,101.0,914.0,1331,0.29032570794651713,0.2611008117252776,False,16,Parsers & code transformation,,
31342,Cargo,rustc-serialize,"Generic serialization/deserialization support corresponding to the `derive(RustcEncodable, RustcDecodable)` mode in the compiler. Also includes support for hex, base64, and json encoding and decoding. ",1069,7169,56.0,6.0,167.0,995,0.43359110750677327,0.24900931760710937,False,7,Data serialisation & validation,,
31382,Cargo,semver,Semantic version parsing and comparison. ,247,6126,43.0,53.0,182.0,814,0.3021933247367941,0.24718845104718967,False,24,General-purpose infrastructure (residual),,
31384,Cargo,serde,A generic serialization/deserialization framework,6375,13599,132.0,154.0,2764.0,26,0.6055203679138853,0.11877881831049884,False,3,Application frameworks (.NET/PHP),,
31438,Cargo,syntex,A library that enables compile time syntax extension expansion,192,342,19.0,18.0,118.0,1056,0.2063231267276682,0.265602638307867,False,21,Compilation & code transforms,,
31448,Cargo,tar,"A Rust implementation of a TAR file reader and writer. This library does not currently handle compression, but it is abstract over all I/O readers and writers. Additionally, great lengths are taken to ensure that the entire contents are never required to be entirely resident in memory all at once. ",113,465,39.0,28.0,197.0,239,0.1683273759402319,0.2033140654048928,False,16,Parsers & code transformation,,
31457,Cargo,term,A terminal formatting library ,171,1649,33.0,14.0,123.0,159,0.23662521707668346,0.19047966860631924,False,11,CLI tools & Ember addons,,
31465,Cargo,time,Date and time library. Fully interoperable with the standard library. Mostly compatible with #![no_std].,1062,9842,60.0,3.0,159.0,3,0.4411560009583492,0.05471392341258665,False,21,Compilation & code transforms,,
31470,Cargo,toml,A native Rust encoder and decoder of TOML-formatted files and streams. Provides implementations of the standard Serialize/Deserialize traits for TOML data to facilitate deserializing and serializing Rust structures. ,863,3644,86.0,42.0,549.0,71,0.3975888655568732,0.15498155235964478,False,7,Data serialisation & validation,,
31505,Cargo,url,"URL library for Rust, based on the WHATWG URL Standard",1309,6529,108.0,60.0,537.0,2,0.44881945334198603,0.04299921094426006,False,18,HTTP & networking,,
31513,Cargo,uuid,A library to generate and parse UUIDs.,440,2524,88.0,23.0,250.0,288,0.3295742053040768,0.20384989062490655,False,7,Data serialisation & validation,,
31533,Cargo,winapi,Raw FFI bindings for all of Windows API.,962,11755,128.0,125.0,705.0,136,0.4371100583937168,0.17738738630193057,False,24,General-purpose infrastructure (residual),,
31543,Cargo,xml-rs,An XML library in pure Rust,116,1262,47.0,25.0,204.0,605,0.19619422930099392,0.23393794763238573,False,16,Parsers & code transformation,,
31548,Cargo,zip,Library to support the reading and writing of zip files. ,134,546,32.0,27.0,199.0,5,0.1871719529168931,0.07587667993869668,False,24,General-purpose infrastructure (residual),,
31892,Pypi,aiohttp,Async http client/server framework (asyncio),594,7355,497.0,281.0,8895.0,94,0.3831250731271668,0.16054038745916038,False,18,HTTP & networking,,
31978,Pypi,alembic,A database migration tool for SQLAlchemy.,119,10693,90.0,72.0,405.0,26,0.2532561765970814,0.12163166175646015,False,20,Server infrastructure,,
32291,Pypi,appdirs,"A small Python module for determining appropriate platform-specific dirs, e.g. a ""user data dir"".",301,11420,25.0,37.0,467.0,1040,0.33534672027998136,0.25941066828968723,False,19,Angular ecosystem,,
32410,Pypi,argcomplete,Bash tab completion for argparse,158,1412,43.0,32.0,815.0,0,0.22579694996370786,0.00878942964839622,False,11,CLI tools & Ember addons,,
32425,Pypi,argparse,Python command-line parsing library,354,26035,1.0,3.0,20.0,1582,0.37059301759781804,0.8853161419756559,False,13,Command-line infrastructure,,
32482,Pypi,arrow,Better dates & times for Python,251,3711,189.0,44.0,5869.0,8,0.29071831054346964,0.0787626854001645,False,14,Task runners (Gulp/Rake),,
32928,Pypi,Babel,Internationalization utilities,266,18006,1.0,0.0,0.0,11,0.336308082529668,0.7121005283742542,False,19,Angular ecosystem,,
32948,Pypi,backoff,Function decoration for backoff and retry,101,337,14.0,16.0,1127.0,35,0.15039123564342627,0.15231661455783357,False,18,HTTP & networking,,
33198,Pypi,beautifulsoup4,Screen-scraping library,1092,30833,1.0,0.0,0.0,18,0.4729028470819692,0.7282278442691537,True,0,Generic/legacy infrastructure (residual),0,Gulp / JS build & task tooling
33404,Pypi,biopython,Freely available tools for computational molecular biology.,165,1465,1.0,0.0,0.0,22,0.2304957636048734,0.7349329397753058,False,18,HTTP & networking,,
33720,Pypi,boto3,The AWS SDK for Python,1078,11545,80.0,337.0,5099.0,0,0.4465553619234778,0.005088760073824122,False,15,Web & mobile frameworks,,
33722,Pypi,botocore,"Low-level, data-driven core of boto 3.",274,7059,115.0,218.0,739.0,0,0.314835810511303,0.0065232743469542795,False,3,Application frameworks (.NET/PHP),,
33727,Pypi,bottle,Fast and simple WSGI-framework for small web-applications.,106,4820,1.0,0.0,0.0,41,0.2228084070492474,0.7560663232546363,False,15,Web & mobile frameworks,,
33731,Pypi,boto,Amazon Web Services Library,206,21939,439.0,1168.0,6354.0,549,0.31920770287597944,0.2241719487016655,False,15,Web & mobile frameworks,,
34092,Pypi,CacheControl,httplib2 caching for requests,105,535,52.0,41.0,329.0,20,0.1655827483836092,0.11519399946840601,False,18,HTTP & networking,,
34098,Pypi,cachetools,Extensible memoizing collections and decorators,128,2187,3.0,3.0,545.0,27,0.21881085140402284,0.2416675826784496,False,21,Compilation & code transforms,,
34383,Pypi,celery,Distributed Task Queue.,215,14073,637.0,372.0,14056.0,26,0.3115140393054317,0.11615937004748854,False,14,Task runners (Gulp/Rake),,
34422,Pypi,certifi,Python package for providing Mozilla's CA Bundle.,701,38870,1.0,0.0,0.0,122,0.44028097018524653,0.7937764852843657,True,4,Build tooling (bundlers),0,Gulp / JS build & task tooling
34432,Pypi,cffi,Foreign Function Interface for Python calling C code.,196,16469,1.0,0.0,0.0,69,0.3075300583430632,0.7739937805302238,False,0,Generic/legacy infrastructure (residual),,
34498,Pypi,chardet,Universal encoding detector for Python 2 and 3,524,36133,32.0,57.0,1222.0,947,0.41309600937744867,0.25243553169582267,False,14,Task runners (Gulp/Rake),,
34842,Pypi,click,Composable command line interface toolkit,2629,45823,158.0,222.0,8187.0,473,0.559568870779116,0.21851376715250168,False,13,Command-line infrastructure,,
35203,Pypi,colorama,Cross-platform colored terminal text.,844,15731,32.0,91.0,1826.0,36,0.4332039462464018,0.1386468185425483,False,23,Documentation & formatting,,
35211,Pypi,coloredlogs,Colored terminal output for Python's logging module,111,888,13.0,32.0,280.0,608,0.18337216785660185,0.2548892330273834,False,23,Documentation & formatting,,
35220,Pypi,colorlog,Log formatting with colors!,131,1833,21.0,7.0,542.0,9,0.21628144700626634,0.09841162869227159,False,11,CLI tools & Ember addons,,
35407,Pypi,configparser,Updated configparser from Python 3.7 for Python 2.6+.,300,5344,5.0,1.0,11.0,121,0.3155595306441755,0.24435571295045155,False,0,Generic/legacy infrastructure (residual),,
35658,Pypi,coverage,Code coverage measurement for Python,213,50171,105.0,177.0,1025.0,0,0.3433456013906439,0.005304722903187969,False,8,Test runners,,
35836,Pypi,cryptography,cryptography is a package which provides cryptographic recipes and primitives to Python developers.,673,16944,188.0,72.0,3103.0,86,0.4154140292367091,0.15858922273321246,False,18,HTTP & networking,,
36097,Pypi,Cython,The Cython compiler for writing C extensions for the Python language.,157,13675,316.0,783.0,4755.0,71,0.2835379435848322,0.15290807830042158,False,20,Server infrastructure,,
36454,Pypi,decorator,Decorators for Humans,195,20999,14.0,0.0,348.0,76,0.3133263790676842,0.17882140320712167,False,21,Compilation & code transforms,,
36748,Pypi,dill,serialize all of python,108,2120,1.0,0.0,0.0,105,0.20333641333328598,0.7885562610197101,False,7,Data serialisation & validation,,
36899,Pypi,Django,"A high-level Python Web framework that encourages rapid development and clean, pragmatic design.",1847,115375,723.0,240.0,46508.0,9,0.5525398723279443,0.0809646746456068,False,15,Web & mobile frameworks,,
36943,Pypi,djangorestframework,"Web APIs for Django, made easy.",359,24595,679.0,225.0,16173.0,30,0.37035035944879685,0.12081436280200565,False,15,Web & mobile frameworks,,
37157,Pypi,docopt,"Pythonic argument parser, that will make you smile",183,8502,1.0,0.0,0.0,2035,0.2846056139881349,0.8922728149423579,False,16,Parsers & code transformation,,
37177,Pypi,docutils,Docutils -- Python Documentation Utilities,332,24751,1.0,0.0,0.0,0,0.36372109147743215,0.6248925737899222,False,24,General-purpose infrastructure (residual),,
37460,Packagist,10up/wp_mock,A mocking library to take the pain out of unit testing for WordPress,143,324,26.0,12.0,448.0,301,0.17942487295549306,0.2147471386594109,False,17,Testing & mocking,,
37813,Packagist,abraham/twitteroauth,The most popular PHP library for use with the Twitter OAuth REST API.,136,720,37.0,45.0,3861.0,356,0.19554551193456676,0.21613887111039434,False,5,Cloud & API clients,,
38810,Packagist,almasaeed2010/adminlte,AdminLTE - admin control panel and dashboard that's based on Bootstrap 4,130,1277,126.0,35.0,32010.0,70,0.2063434560476963,0.1521626232403101,False,19,Angular ecosystem,,
38989,Packagist,amphp/amp,A non-blocking concurrency framework for PHP applications.,140,555,36.0,25.0,2414.0,61,0.19137923835915277,0.15496688489983745,False,3,Application frameworks (.NET/PHP),,
39592,Packagist,apigen/apigen,PHP 7.1 source code API generator.,440,969,66.0,49.0,1845.0,863,0.3050066133225905,0.24288725337997238,False,24,General-purpose infrastructure (residual),,
40418,Packagist,atoum/atoum,Simple modern and intuitive unit testing framework for PHP 5.3+,302,794,64.0,65.0,1309.0,667,0.2672022333407573,0.23432431641064264,False,17,Testing & mocking,,
40691,Packagist,aws/aws-sdk-php,AWS SDK for PHP - Use Amazon Web Services in your PHP project,1161,6735,120.0,34.0,4412.0,0,0.43917329600023913,0.0027951985266462896,False,15,Web & mobile frameworks,,
41203,Rubygems,aasm,"AASM is a continuation of the acts-as-state-machine rails plugin, built for plain Ruby objects.",103,2310,175.0,113.0,3817.0,129,0.2014488652463254,0.172912634814039,False,24,General-purpose infrastructure (residual),,
41263,Packagist,barryvdh/laravel-cors,Adds CORS (Cross-Origin Resource Sharing) headers support in your Laravel application,197,2988,50.0,64.0,4624.0,11,0.26414645775084056,0.094457764481507,False,18,HTTP & networking,,
41265,Packagist,barryvdh/laravel-debugbar,PHP Debugbar integration for Laravel,465,8372,109.0,353.0,10201.0,135,0.36516165059920214,0.17585702987099916,False,17,Testing & mocking,,
41266,Packagist,barryvdh/laravel-dompdf,A DOMPDF Wrapper for Laravel,101,2529,24.0,385.0,3540.0,141,0.20208225339591193,0.19049206292682702,False,17,Testing & mocking,,
41268,Packagist,barryvdh/laravel-ide-helper,"Laravel IDE Helper, generates correct PHPDocs for all Facade classes, to improve auto-completion.",457,7702,129.0,354.0,9061.0,125,0.3615113946450144,0.17269878777200226,False,24,General-purpose infrastructure (residual),,
41627,Packagist,beberlei/DoctrineExtensions,A set of extensions to Doctrine 2 that add support for additional query functions available in MySQL and Oracle.,101,664,124.0,0.0,1389.0,250,0.16776961511017946,0.19651408643401652,False,20,Server infrastructure,,
41631,Packagist,beberlei/assert,Thin assertion library for input validation in business models.,478,1922,63.0,29.0,1903.0,93,0.329780833028342,0.16516586085130658,False,7,Data serialisation & validation,,
41709,Packagist,behat/behat,Scenario-oriented BDD framework for PHP 5.3,1637,7314,122.0,100.0,3219.0,519,0.4712003572796138,0.2225145238024397,False,3,Application frameworks (.NET/PHP),,
41718,Packagist,behat/mink-browserkit-driver,Symfony2 BrowserKit driver for Mink framework,373,4357,20.0,10.0,315.0,619,0.3292337526444163,0.24438257271754787,False,3,Application frameworks (.NET/PHP),,
41719,Packagist,behat/mink,Browser controller/emulator abstraction for PHP,729,6040,75.0,71.0,1179.0,1407,0.3958811413836689,0.2597646519102696,False,18,HTTP & networking,,
41723,Packagist,behat/mink-extension,Mink extension for Behat,672,4501,85.0,89.0,400.0,704,0.3812477515971684,0.23692887209185884,False,3,Application frameworks (.NET/PHP),,
41724,Packagist,behat/mink-goutte-driver,Goutte driver for Mink framework,506,4977,13.0,5.0,197.0,1407,0.3591547275970671,0.2831910292480611,False,3,Application frameworks (.NET/PHP),,
41728,Packagist,behat/mink-selenium2-driver,Selenium2 (WebDriver) driver for Mink framework,528,3824,43.0,50.0,356.0,131,0.35608937894229187,0.1814168518537642,False,3,Application frameworks (.NET/PHP),,
41737,Packagist,behat/symfony2-extension,Symfony2 framework extension for Behat,302,1544,32.0,16.0,298.0,631,0.2842646503341504,0.23829381393489174,False,3,Application frameworks (.NET/PHP),,
42870,Packagist,bossa/phpspec2-expect,Helper that decorates any SUS with a phpspec lazy object wrapper,132,349,11.0,2.0,69.0,444,0.17440540170003438,0.24806005057944083,False,22,Vue ecosystem,,
42897,Rubygems,actionmailer,"Email on Rails. Compose, deliver, and test emails using the familiar controller/view pattern. First-class support for multipart email and attachments.",308,498166,2647.0,1200.0,44743.0,29,0.4342954066104517,0.11941410935302085,False,8,Test runners,,
43083,Rubygems,actionpack,"Web apps on Rails. Simple, battle-tested conventions for building and testing MVC web applications. Works with any Rack-compatible server.",1541,504197,2647.0,1200.0,44743.0,24,0.5746414153542352,0.1130155228926448,False,15,Web & mobile frameworks,,
43182,Packagist,brianium/paratest,Parallel testing for PHP,111,262,75.0,48.0,1156.0,60,0.15209598595528892,0.14936564437524746,False,17,Testing & mocking,,
43258,Rubygems,actionview,"Simple, battle-tested conventions and helpers for building web pages.",255,344971,2647.0,1200.0,44743.0,24,0.4084669968078211,0.1130155228926448,False,15,Web & mobile frameworks,,
43345,Rubygems,activeadmin,The administration framework for Ruby on Rails.,199,11215,584.0,271.0,8650.0,26,0.2989806374002326,0.1162736481553697,False,3,Application frameworks (.NET/PHP),,
43436,Packagist,bshaffer/oauth2-server-php,OAuth2 Server for PHP,106,626,92.0,230.0,2867.0,403,0.17042760106083588,0.21527367054335894,False,20,Server infrastructure,,
43950,Packagist,cakephp/bake,Bake plugin for CakePHP,131,2451,119.0,28.0,74.0,12,0.22373889531202276,0.09747326377088064,False,3,Application frameworks (.NET/PHP),,
43952,Packagist,cakephp/cakephp,The CakePHP framework,1228,4684,542.0,77.0,8084.0,12,0.4347325695169211,0.0904002627091956,False,3,Application frameworks (.NET/PHP),,
43953,Packagist,cakephp/cakephp-codesniffer,CakePHP CodeSniffer Standards,401,1799,46.0,3.0,203.0,53,0.3128166351175996,0.14790778429806437,False,15,Web & mobile frameworks,,
43963,Packagist,cakephp/debug_kit,CakePHP Debug Kit,145,4731,125.0,26.0,856.0,26,0.24940334098599692,0.11862114267156569,False,13,Command-line infrastructure,,
43969,Packagist,cakephp/migrations,Database Migration plugin for CakePHP based on Phinx,150,2520,58.0,32.0,99.0,29,0.23616659752222893,0.12944837650540006,False,20,Server infrastructure,,
43974,Packagist,cakephp/plugin-installer,A composer installer for CakePHP 3.0+ plugins.,221,2617,14.0,1.0,22.0,170,0.27071006509477236,0.20739062902343808,False,10,PHP/Symfony ecosystem,,
44213,Rubygems,activejob,Declare job classes that can be run by a variety of queuing backends.,149,290759,2647.0,1200.0,44743.0,24,0.35751001676500455,0.1130155228926448,False,24,General-purpose infrastructure (residual),,
44449,Rubygems,activemerchant,"Active Merchant is a simple payment abstraction library used in and sponsored by Shopify. It is written by Tobias Luetke, Cody Fauser, and contributors. The aim of the project is to feel natural to Ruby users and to abstract as many parts as possible away from the user to offer a consistent interface across all supported gateways.",133,3473,512.0,166.0,4104.0,40,0.23399572971039348,0.131138468236462,False,16,Parsers & code transformation,,
44502,Pypi,ecdsa,ECDSA cryptographic signature library (pure python),103,4778,28.0,12.0,541.0,9,0.22010633696464832,0.09406023481976401,False,5,Cloud & API clients,,
44680,Pypi,elasticsearch,Python client for Elasticsearch,135,5149,132.0,91.0,2537.0,58,0.24539611366698472,0.1459644878005511,False,5,Cloud & API clients,,
44770,Rubygems,activemodel,"A toolkit for building modeling frameworks like Active Record. Rich support for attributes, callbacks, validations, serialization, internationalization, and testing.",1784,521878,2647.0,1200.0,44743.0,24,0.588274762068837,0.1130155228926448,False,17,Testing & mocking,,
44965,Packagist,catfan/medoo,The lightweight PHP database framework to accelerate development,153,632,14.0,175.0,3912.0,23,0.2023928401573802,0.13846861513348568,False,3,Application frameworks (.NET/PHP),,
45055,Rubygems,active_model_serializers,ActiveModel::Serializers allows you to generate your JSON in an object-oriented and convention-driven manner.,210,12963,184.0,172.0,4851.0,182,0.3073641358420581,0.18488174144778083,False,7,Data serialisation & validation,,
45089,Packagist,cboden/ratchet,PHP WebSocket library,183,1401,45.0,39.0,4542.0,760,0.23831780688204685,0.24086087279849397,False,5,Cloud & API clients,,
45251,Packagist,cebe/markdown,"A super fast, highly extensible markdown parser for PHP",147,11714,12.0,23.0,749.0,656,0.2738676403637962,0.25891216424708036,False,23,Documentation & formatting,,
45651,Rubygems,activerecord,"Databases on Rails. Build a persistent domain model by mapping database tables to Ruby classes. Strong conventions for associations, validations, aggregations, migrations, and testing come baked-in.",5503,524286,2647.0,1200.0,44743.0,24,0.6864894934427014,0.1130155228926448,False,17,Testing & mocking,,
46276,Pypi,feedparser,"Universal feed parser, handles RSS 0.9x, RSS 1.0, RSS 2.0, CDF, Atom 0.3, and Atom 1.0 feeds",112,6529,19.0,67.0,921.0,101,0.23535313644155567,0.1825450323961663,False,16,Parsers & code transformation,,
46702,Rubygems,activerecord-import,A library for bulk inserting data using ActiveRecord.,105,3145,112.0,9.0,3138.0,18,0.21102913223333045,0.10629333695872664,False,3,Application frameworks (.NET/PHP),,
46723,Pypi,flake8,"the modular source code checker: pep8, pyflakes and co",176,34281,1.0,57.0,311.0,75,0.3170291718219736,0.7791715848272516,False,24,General-purpose infrastructure (residual),,
46757,Pypi,Flask,A simple framework for building complex web applications.,1478,116300,538.0,32.0,48375.0,187,0.5333411109013143,0.18405078526775284,False,15,Web & mobile frameworks,,
47686,Pypi,future,Clean single-source support for Python 3 and 2,1090,12550,1.0,0.0,0.0,72,0.44966210124584644,0.7754665167271785,True,24,General-purpose infrastructure (residual),4,Microsoft / .NET + npm ecosystem
47691,Pypi,futures,Backport of the concurrent.futures package from Python 3,269,6885,11.0,7.0,199.0,180,0.31259649979483417,0.21656673240831414,False,3,Application frameworks (.NET/PHP),,
48102,Packagist,cocur/slugify,Converts a string into a slug.,294,3230,76.0,28.0,2266.0,345,0.3008791863754809,0.20984489209797053,False,23,Documentation & formatting,,
48180,Packagist,codeception/aspect-mock,Experimental Mocking Framework powered by Aspects,138,498,41.0,30.0,660.0,461,0.18735716406470088,0.22462056432973324,False,3,Application frameworks (.NET/PHP),,
48189,Packagist,codeception/mockery-module,Mockery Module for Codeception,109,192,6.0,1.0,27.0,260,0.14257942328536272,0.2578635858139123,False,0,Generic/legacy infrastructure (residual),,
